customer_id,gender,age,tenure,contract_type,internet_service,phone_service,monthly_charges,total_charges,payment_method,paperless_billing,customer_support_calls,number_of_services,has_streaming,has_online_security,churn,avg_spend_per_month,churn_prediction,churn_probability
583,Female,62,55,Monthly,Fiber,Yes,105.08,6399.62,UPI,Yes,5,3,Yes,No,Yes,116.35672727272727,True,0.7272812606788788
584,Female,46,62,Yearly,Fiber,Yes,60.26,5788.88,UPI,No,4,3,No,No,No,93.36903225806452,False,0.07852026350703979
585,Female,47,30,Monthly,DSL,No,62.26,780.47,UPI,Yes,8,3,No,No,No,26.015666666666668,True,0.5982269429872853
586,Male,33,55,Yearly,DSL,Yes,52.47,3764.1,Bank Transfer,Yes,7,1,Yes,Yes,No,68.43818181818182,False,0.03466261798855808
587,Female,57,16,Monthly,DSL,Yes,116.34,1474.42,Bank Transfer,No,1,3,Yes,No,Yes,92.15125,True,0.885471545813495
588,Male,36,12,Monthly,DSL,Yes,86.69,2766.07,Bank Transfer,Yes,6,4,Yes,Yes,Yes,230.50583333333336,True,0.6651107456656676
590,Male,18,16,Monthly,Fiber,Yes,104.93,3262.61,Card,Yes,0,3,No,Yes,Yes,203.913125,True,0.8146366320008245
591,Male,31,12,Monthly,Fiber,Yes,62.86,4444.03,Card,Yes,0,5,No,No,Yes,370.3358333333333,True,0.7567220945409304
592,Female,68,8,Monthly,DSL,No,17.56,4994.7,Card,Yes,3,2,No,No,Yes,624.3375,True,0.587723807564592
593,Male,64,3,Monthly,DSL,Yes,70.47,5341.57,UPI,Yes,4,2,Yes,No,Yes,1780.5233333333333,True,0.7648880046877493
596,Female,45,23,Monthly,DSL,Yes,32.44,1051.81,Card,Yes,2,2,Yes,No,No,45.73086956521739,True,0.5895179320101563
597,Male,66,5,Monthly,Fiber,No,100.91,6827.14,UPI,Yes,6,3,No,No,Yes,1365.428,True,0.8311193052173117
598,Male,67,65,2-Year,Fiber,Yes,71.35,1337.24,Card,No,7,5,No,Yes,No,20.572923076923075,False,0.06381049241110308
599,Female,47,30,Yearly,Fiber,Yes,16.01,7800.6,Card,Yes,5,3,No,No,No,260.02000000000004,False,0.06177576527439103
600,Female,55,21,Yearly,DSL,Yes,116.9,6756.05,UPI,Yes,5,5,No,Yes,No,321.7166666666667,False,0.26192905143031026
601,Male,68,70,Monthly,Fiber,Yes,66.39,4056.93,Bank Transfer,No,7,2,Yes,Yes,No,57.95614285714286,False,0.24521637775936414
604,Female,25,33,Monthly,DSL,Yes,104.36,2494.22,Card,No,5,3,No,Yes,Yes,75.58242424242424,True,0.7141679216730166
606,Male,56,38,Yearly,DSL,Yes,31.19,2865.05,Bank Transfer,Yes,9,2,No,No,No,75.39605263157895,False,0.029086149037287855
607,Male,20,14,Monthly,Fiber,No,24.2,7434.14,Bank Transfer,No,5,2,No,Yes,Yes,531.01,False,0.43837830450368814
608,Female,49,36,2-Year,Fiber,Yes,42.76,618.45,Bank Transfer,No,7,4,Yes,Yes,No,17.179166666666667,False,0.10763066414583893
609,Female,27,23,Monthly,Fiber,Yes,95.81,4440.35,Bank Transfer,Yes,0,2,Yes,Yes,Yes,193.05869565217392,True,0.8393843528170478
611,Male,36,2,Monthly,DSL,Yes,35.02,5256.55,Card,Yes,2,3,Yes,No,Yes,2628.275,True,0.7527319463784542
612,Female,63,65,2-Year,Fiber,Yes,28.28,2119.76,Bank Transfer,Yes,7,1,No,No,No,32.61169230769231,False,0.06498266084702202
613,Female,51,67,Monthly,DSL,Yes,46.6,2980.07,Card,Yes,5,5,Yes,Yes,No,44.478656716417916,False,0.34417442238410245
614,Female,50,52,2-Year,Fiber,Yes,113.39,6765.08,Bank Transfer,Yes,1,5,Yes,Yes,Yes,130.0976923076923,False,0.4260485971181831
617,Male,49,26,Monthly,DSL,Yes,63.38,4544.98,Bank Transfer,Yes,4,1,Yes,No,No,174.80692307692306,True,0.5889289190388087
620,Male,46,6,2-Year,DSL,Yes,60.64,1739.34,UPI,Yes,0,5,No,Yes,Yes,289.89,False,0.27051825424335624
621,Female,25,35,2-Year,Fiber,Yes,88.06,4593.62,Card,Yes,8,2,No,No,No,131.2462857142857,False,0.2985147278848336
623,Male,20,43,Monthly,DSL,Yes,15.52,3513.72,UPI,Yes,1,5,No,Yes,No,81.71441860465116,False,0.32596641598761683
628,Female,54,42,Monthly,DSL,Yes,14.33,7618.45,UPI,Yes,1,5,No,No,Yes,181.39166666666665,False,0.46386595281509707
629,Male,20,38,2-Year,DSL,No,12.4,2625.79,Bank Transfer,Yes,4,1,No,No,No,69.09973684210526,False,0.09886035135267521
630,Male,68,45,Yearly,DSL,Yes,95.19,6957.98,Bank Transfer,Yes,2,2,No,Yes,No,154.62177777777777,False,0.10140237623554316
634,Male,25,6,2-Year,DSL,Yes,57.12,5824.01,Bank Transfer,No,4,1,No,No,No,970.6683333333334,False,0.2848631551617819
636,Female,52,7,Monthly,Fiber,Yes,96.19,6285.1,Bank Transfer,Yes,4,2,Yes,Yes,Yes,897.8714285714286,True,0.8287010392619385
638,Male,41,14,Yearly,Fiber,Yes,93.81,3933.61,Card,Yes,5,4,Yes,No,No,280.97214285714284,False,0.21533642133231867
640,Female,49,21,Monthly,DSL,Yes,57.61,3120.67,Card,Yes,0,1,Yes,No,No,148.60333333333332,True,0.7342382705611492
642,Female,60,66,Yearly,Fiber,Yes,62.47,3071.9,Bank Transfer,Yes,7,5,No,No,No,46.5439393939394,False,0.06231245355561501
643,Female,33,2,2-Year,Fiber,Yes,52.81,3001.99,UPI,Yes,7,3,Yes,Yes,Yes,1500.995,False,0.30312457170224033
645,Female,69,20,Monthly,Fiber,Yes,108.33,6489.52,UPI,Yes,4,5,Yes,Yes,Yes,324.476,True,0.8019089146036193
646,Male,54,10,Monthly,Fiber,Yes,46.94,2957.97,Bank Transfer,No,2,3,No,No,No,295.79699999999997,True,0.5886433558392494
647,Male,38,25,2-Year,DSL,No,77.66,4241.61,Card,No,8,5,Yes,No,No,169.6644,False,0.2380599675398622
651,Male,35,33,Yearly,Fiber,Yes,59.81,7473.96,UPI,Yes,7,4,No,No,No,226.48363636363638,False,0.0811892945383139
654,Male,24,65,Monthly,DSL,Yes,25.71,5216.99,Card,No,7,3,Yes,No,Yes,80.26138461538461,False,0.23070273245617345
655,Female,50,54,Monthly,DSL,Yes,73.78,331.47,Bank Transfer,No,2,4,Yes,Yes,Yes,6.138333333333334,True,0.5522543697933552
656,Male,40,52,Monthly,DSL,Yes,41.08,4983.01,UPI,No,6,2,Yes,Yes,No,95.82711538461538,False,0.2528409478939235
657,Male,38,3,Yearly,Fiber,No,40.69,4125.12,Card,Yes,1,5,No,Yes,No,1375.04,False,0.15491692006019708
659,Female,65,6,2-Year,DSL,Yes,119.87,2939.45,Card,Yes,1,4,Yes,Yes,No,489.9083333333333,True,0.595739438256252
660,Female,36,25,Yearly,DSL,Yes,16.05,743.64,Bank Transfer,Yes,4,1,Yes,Yes,No,29.7456,False,0.05066265347108494
661,Female,53,13,Yearly,DSL,No,73.64,1627.38,Card,Yes,6,4,Yes,No,No,125.18307692307692,False,0.20679119760521442
665,Male,18,25,Monthly,Fiber,Yes,66.15,516.41,Bank Transfer,No,9,2,No,Yes,No,20.656399999999998,False,0.4053890903768101
666,Male,64,68,2-Year,Fiber,Yes,38.47,396.77,Card,No,8,2,Yes,No,No,5.834852941176471,False,0.0427840531006059
667,Female,22,45,Monthly,DSL,Yes,44.81,5765.73,UPI,Yes,0,2,No,Yes,No,128.12733333333333,True,0.5489203570870735
669,Male,28,12,2-Year,DSL,Yes,43.35,4118.78,Card,Yes,9,1,No,No,No,343.2316666666666,False,0.13377566965975776
673,Female,40,20,Monthly,Fiber,No,72.79,1600.48,UPI,Yes,8,3,Yes,Yes,Yes,80.024,True,0.6399794233434444
674,Female,29,18,Monthly,Fiber,Yes,110.06,3739.63,Bank Transfer,Yes,3,5,No,Yes,Yes,207.75722222222223,True,0.8452786681165427
676,Male,22,63,Yearly,DSL,Yes,99.18,2054.96,Card,Yes,3,5,Yes,Yes,No,32.6184126984127,False,0.10581835933781038
679,Female,47,43,Monthly,DSL,Yes,27.76,6613.68,UPI,Yes,6,3,No,Yes,Yes,153.80651162790699,False,0.31977244837577906
681,Female,51,60,Yearly,DSL,Yes,69.13,677.37,Bank Transfer,Yes,8,4,Yes,No,No,11.2895,False,0.07326186043766812
682,Male,61,23,Monthly,Fiber,Yes,11.56,2261.96,UPI,Yes,8,3,Yes,Yes,No,98.34608695652175,False,0.20667519535678472
683,Male,52,31,2-Year,Fiber,Yes,38.34,7842.04,Bank Transfer,No,7,3,Yes,No,No,252.96903225806452,False,0.10741111892405478
684,Female,69,5,Yearly,DSL,Yes,59.49,4810.44,Card,Yes,0,1,No,No,No,962.088,False,0.23300568515684983
685,Male,39,34,Yearly,Fiber,Yes,86.22,5706.92,UPI,Yes,6,1,Yes,No,No,167.8505882352941,False,0.126262770076468
686,Female,61,10,2-Year,Fiber,Yes,90.65,158.13,Bank Transfer,Yes,4,5,No,Yes,Yes,15.812999999999999,False,0.35613139286959533
687,Female,41,2,Monthly,DSL,Yes,119.5,4193.83,Bank Transfer,No,6,4,No,No,Yes,2096.915,True,0.9187094824684298
688,Male,34,11,Yearly,Fiber,Yes,41.63,396.48,UPI,Yes,8,4,No,No,No,36.04363636363637,False,0.06776552258896425
691,Female,63,56,Monthly,DSL,Yes,54.62,7750.51,Bank Transfer,Yes,3,5,Yes,No,Yes,138.40196428571429,True,0.5566808090416604
692,Female,40,9,Yearly,Fiber,Yes,28.61,4370.37,Card,No,1,4,No,No,No,485.59666666666664,False,0.13867527632288093
695,Female,67,62,Monthly,Fiber,Yes,64.82,5421.52,UPI,Yes,8,5,Yes,No,Yes,87.44387096774194,False,0.4545596179255881
696,Female,68,7,Yearly,Fiber,Yes,76.36,612.7,Card,No,5,2,Yes,No,Yes,87.52857142857144,False,0.17376122100525324
699,Female,26,4,Monthly,DSL,Yes,86.45,3811.45,Card,No,1,2,No,Yes,Yes,952.8625,True,0.8276529752723423
700,Male,57,40,Monthly,DSL,Yes,66.67,3698.18,Card,Yes,6,5,No,Yes,No,92.4545,False,0.3853834042040566
702,Female,62,52,Monthly,DSL,Yes,77.25,2918.49,Card,Yes,7,5,No,No,Yes,56.12480769230769,True,0.5376788290563347
705,Male,26,38,Monthly,DSL,Yes,28.75,6658.6,Card,Yes,7,4,Yes,Yes,No,175.2263157894737,False,0.28728589391152715
706,Male,39,50,Monthly,DSL,Yes,52.3,5345.7,Card,No,0,4,No,No,Yes,106.914,False,0.4969840701227176
707,Female,60,63,Monthly,Fiber,Yes,48.17,2773.11,Card,Yes,8,1,Yes,No,No,44.01761904761905,False,0.3421963305401763
708,Female,63,63,Monthly,Fiber,Yes,57.5,7490.63,Bank Transfer,Yes,0,3,Yes,No,No,118.89888888888889,True,0.5970754211044337
709,Female,21,62,Monthly,Fiber,Yes,96.0,7306.44,Bank Transfer,Yes,2,4,Yes,Yes,No,117.8458064516129,True,0.715351707561899
711,Male,46,27,Monthly,DSL,Yes,97.34,411.4,Card,No,4,5,No,No,Yes,15.237037037037036,True,0.6811791267753653
713,Male,51,71,Monthly,DSL,Yes,47.63,6638.12,UPI,Yes,8,2,No,Yes,No,93.49464788732394,False,0.18064370026517182
715,Female,54,55,Yearly,Fiber,Yes,36.21,7129.71,UPI,Yes,0,5,Yes,Yes,No,129.63109090909091,False,0.06866644630680717
716,Female,28,2,Monthly,Fiber,Yes,34.68,4844.22,Bank Transfer,No,9,2,Yes,Yes,Yes,2422.11,True,0.610718776872165
717,Male,23,62,2-Year,Fiber,Yes,65.5,4287.41,Bank Transfer,No,6,4,No,Yes,No,69.15177419354839,False,0.08853152575813893
719,Female,38,21,Monthly,DSL,Yes,11.0,2048.59,UPI,Yes,8,2,Yes,Yes,No,97.55190476190477,False,0.30176181640410144
720,Female,59,10,Yearly,DSL,No,81.31,3730.96,Card,No,6,4,No,No,Yes,373.096,False,0.2089025892541459
721,Female,53,58,Yearly,Fiber,Yes,66.22,5065.18,Bank Transfer,Yes,3,4,No,Yes,No,87.33068965517242,False,0.07696343159230272
722,Male,58,39,Monthly,Fiber,No,59.01,4502.29,Bank Transfer,Yes,6,4,Yes,Yes,Yes,115.44333333333333,False,0.43370680768306435
723,Female,55,5,Monthly,Fiber,Yes,116.37,5966.82,UPI,No,1,3,No,No,Yes,1193.364,True,0.9188109201892912
724,Male,51,65,Monthly,Fiber,Yes,72.83,2310.16,UPI,Yes,5,3,No,Yes,No,35.54092307692307,False,0.3382820636312798
725,Male,34,13,2-Year,DSL,Yes,104.98,4563.13,Bank Transfer,No,5,4,No,Yes,No,351.01,False,0.32221579469902806
730,Female,40,60,Monthly,Fiber,No,88.98,7926.08,Card,Yes,7,5,Yes,No,Yes,132.10133333333334,True,0.6815920406335985
731,Male,59,11,Yearly,Fiber,Yes,50.92,2295.34,Card,No,7,1,Yes,No,No,208.66727272727275,False,0.06786812641207485
732,Male,39,63,Monthly,Fiber,Yes,20.17,4035.7,UPI,Yes,0,3,No,No,Yes,64.05873015873016,False,0.3267446921188654
734,Female,44,52,Monthly,Fiber,Yes,53.39,3580.76,UPI,Yes,3,4,Yes,No,Yes,68.86076923076924,True,0.5752197545990786
735,Female,48,55,Monthly,Fiber,Yes,105.38,6869.91,Bank Transfer,Yes,8,4,No,Yes,Yes,124.90745454545454,True,0.5956502333161978
736,Male,23,26,Yearly,DSL,Yes,36.84,5505.25,UPI,Yes,2,1,No,No,No,211.7403846153846,False,0.0833910062404626
737,Female,44,68,Yearly,DSL,Yes,116.34,7071.29,Bank Transfer,Yes,5,5,No,No,Yes,103.9895588235294,False,0.18851432179120542
738,Male,57,34,Monthly,Fiber,Yes,115.4,1707.74,UPI,Yes,6,2,Yes,No,Yes,50.22764705882353,True,0.7122721387182162
739,Male,51,52,Yearly,DSL,Yes,37.24,6999.55,Card,No,7,5,No,Yes,No,134.60673076923078,False,0.021536085384262795
740,Female,29,52,Monthly,DSL,No,48.29,572.12,Card,Yes,6,1,No,No,No,11.002307692307692,False,0.48322073555759126
741,Male,62,29,Yearly,Fiber,Yes,108.51,7119.93,Bank Transfer,No,2,4,No,No,Yes,245.5148275862069,False,0.21365948969103962
742,Female,24,38,Yearly,Fiber,No,116.33,2699.68,Card,Yes,5,5,Yes,No,Yes,71.04421052631578,False,0.347960388254847
743,Female,27,42,2-Year,Fiber,Yes,58.78,2585.24,Bank Transfer,Yes,4,2,No,Yes,No,61.55333333333333,False,0.1743464873051407
744,Male,62,21,Yearly,Fiber,Yes,45.31,4145.5,Bank Transfer,Yes,9,4,No,No,No,197.4047619047619,False,0.05152585832985305
747,Male,38,64,2-Year,Fiber,Yes,40.08,2882.62,Card,Yes,6,2,Yes,Yes,No,45.0409375,False,0.05273054950152095
748,Male,45,17,Monthly,DSL,Yes,91.01,6866.92,UPI,Yes,7,4,Yes,Yes,No,403.9364705882353,True,0.6308960468422296
749,Male,63,9,2-Year,Fiber,Yes,15.68,3228.83,UPI,No,1,3,No,No,No,358.75888888888886,False,0.13153775184950253
750,Female,19,41,Monthly,Fiber,Yes,15.42,1673.34,Card,Yes,6,4,Yes,Yes,No,40.81317073170732,False,0.3257074125889985
751,Female,60,1,Yearly,DSL,Yes,52.49,3455.87,Card,No,5,4,No,Yes,No,3455.87,False,0.19301973499062341
753,Female,68,60,2-Year,Fiber,Yes,44.72,7331.79,Card,Yes,3,2,No,Yes,No,122.1965,False,0.09126722178000678
754,Female,53,48,Monthly,Fiber,Yes,64.01,6119.28,UPI,Yes,1,1,No,Yes,Yes,127.485,True,0.5449757816023372
757,Female,46,58,Monthly,DSL,No,44.04,3775.69,UPI,Yes,4,1,No,Yes,Yes,65.09810344827586,False,0.38431905829860397
761,Female,28,34,Monthly,DSL,Yes,73.42,1339.53,Card,Yes,5,1,No,No,Yes,39.39794117647059,True,0.6504057001675841
764,Female,56,49,Monthly,DSL,Yes,84.94,2219.47,UPI,No,4,2,No,Yes,Yes,45.29530612244898,True,0.5226250681208899
767,Male,51,45,Monthly,DSL,Yes,19.74,7536.1,Bank Transfer,No,0,5,No,No,No,167.4688888888889,False,0.37193918345900395
768,Female,64,69,2-Year,Fiber,Yes,84.46,7064.92,Bank Transfer,Yes,4,4,No,Yes,No,102.39014492753623,False,0.1594797066698452
769,Female,41,32,2-Year,DSL,No,17.05,4170.02,UPI,Yes,8,3,Yes,Yes,No,130.313125,False,0.08625312007978539
773,Male,53,43,Monthly,DSL,Yes,102.58,1006.46,Card,Yes,6,2,No,No,No,23.406046511627906,True,0.5914671051020258
776,Male,36,24,Monthly,DSL,No,60.64,2224.01,Card,Yes,0,3,No,No,Yes,92.66708333333334,True,0.6876021689597189
777,Male,52,24,2-Year,Fiber,Yes,33.93,266.19,Card,No,5,3,Yes,Yes,No,11.09125,False,0.0772882932996022
778,Female,69,17,Monthly,Fiber,Yes,24.72,5810.43,UPI,No,3,2,No,Yes,No,341.79,False,0.40790902362424536
780,Male,34,20,Yearly,DSL,Yes,17.99,4802.69,UPI,Yes,8,5,No,No,No,240.13449999999997,False,0.041025856599417605
782,Male,60,58,2-Year,DSL,Yes,48.26,7753.64,Bank Transfer,Yes,5,3,No,No,No,133.68344827586208,False,0.08832901332696966
783,Female,51,31,Monthly,DSL,Yes,78.23,3925.28,UPI,Yes,6,4,No,No,No,126.62193548387097,True,0.6615526614726087
784,Female,26,11,Monthly,Fiber,Yes,69.93,602.45,Card,Yes,7,1,No,Yes,No,54.76818181818182,True,0.608545722121365
785,Female,43,52,Yearly,Fiber,Yes,23.82,4458.33,UPI,No,8,5,No,Yes,No,85.73711538461538,False,0.024378302667705586
786,Male,19,15,Monthly,DSL,Yes,41.87,6744.66,Bank Transfer,No,8,4,No,No,No,449.644,False,0.47860910097129394
788,Female,26,28,Monthly,Fiber,Yes,33.49,3499.71,Bank Transfer,Yes,9,2,No,No,No,124.98964285714285,False,0.4456335086033912
790,Male,34,58,2-Year,Fiber,No,87.44,7262.56,UPI,Yes,1,5,No,No,No,125.21655172413794,False,0.305204494398361
791,Female,18,5,Monthly,Fiber,Yes,33.92,1610.81,UPI,Yes,4,1,No,Yes,Yes,322.162,True,0.5707600507467331
793,Male,60,8,Monthly,Fiber,Yes,53.0,3305.14,Card,No,2,2,Yes,Yes,No,413.1425,True,0.5257015394100638
794,Female,57,64,2-Year,Fiber,Yes,117.41,424.55,Card,Yes,0,4,Yes,Yes,Yes,6.63359375,False,0.34980001516056314
796,Male,42,38,Monthly,Fiber,Yes,98.02,2195.31,Bank Transfer,Yes,3,4,Yes,Yes,No,57.77131578947368,True,0.6486126819357894
797,Male,56,8,Monthly,Fiber,Yes,36.58,5520.12,UPI,Yes,6,5,No,Yes,Yes,690.015,False,0.4236384507870716
798,Male,52,25,Monthly,Fiber,No,17.48,7595.44,Card,Yes,4,3,No,No,No,303.81759999999997,False,0.4094047161289545
800,Male,67,50,Yearly,DSL,Yes,39.35,6510.58,UPI,Yes,0,1,No,No,No,130.2116,False,0.05206357615876311
802,Female,61,49,Yearly,DSL,Yes,95.55,4351.16,Bank Transfer,Yes,3,1,Yes,Yes,No,88.79918367346939,False,0.1282019331494989
803,Male,61,36,Monthly,Fiber,Yes,104.42,657.35,Bank Transfer,Yes,9,4,Yes,Yes,Yes,18.259722222222223,True,0.5179379646508626
804,Male,68,68,2-Year,DSL,No,102.94,7478.86,Bank Transfer,No,4,5,No,Yes,Yes,109.98323529411765,False,0.15801248101556256
807,Female,51,10,2-Year,Fiber,No,44.41,6608.78,Bank Transfer,No,8,1,No,No,Yes,660.8779999999999,False,0.22023003449305728
808,Male,29,21,Yearly,DSL,Yes,16.7,5215.41,Bank Transfer,Yes,1,4,No,Yes,No,248.35285714285715,False,0.05251623045287554
809,Female,36,36,Monthly,Fiber,Yes,87.17,7754.66,Card,No,5,4,No,Yes,No,215.40722222222223,True,0.6349864522365656
810,Male,54,12,Monthly,Fiber,Yes,11.08,5740.27,Card,Yes,0,1,No,No,No,478.35583333333335,False,0.46117417441477554
812,Male,66,13,Yearly,DSL,Yes,46.23,4185.34,Bank Transfer,Yes,8,1,No,No,No,321.9492307692308,False,0.05594180162380158
813,Male,34,53,2-Year,DSL,Yes,86.27,1024.81,Card,Yes,3,5,No,No,No,19.336037735849054,False,0.21762670882096757
814,Female,27,32,Yearly,DSL,Yes,94.29,4272.6,Bank Transfer,No,8,3,No,Yes,No,133.51875,False,0.11886608201523055
815,Female,66,16,2-Year,DSL,Yes,43.45,1102.3,Card,Yes,4,4,Yes,No,No,68.89375,False,0.2131020316607267
816,Male,64,32,Yearly,Fiber,Yes,99.28,4780.7,Card,Yes,6,1,Yes,Yes,No,149.396875,False,0.09413787712837077
817,Male,29,32,Yearly,Fiber,Yes,42.33,3911.7,Card,Yes,0,1,Yes,No,No,122.240625,False,0.09804746539461187
819,Female,41,10,Monthly,Fiber,Yes,89.97,179.37,UPI,Yes,7,2,Yes,No,Yes,17.937,True,0.7685979193898815
820,Male,36,15,Monthly,Fiber,Yes,86.22,1639.24,Bank Transfer,Yes,0,1,Yes,No,Yes,109.28266666666667,True,0.7912086918607526
824,Male,34,55,Monthly,Fiber,Yes,77.07,3452.54,Bank Transfer,No,0,3,Yes,Yes,Yes,62.77345454545455,True,0.5321620669929726
825,Female,40,25,Monthly,Fiber,Yes,110.66,5746.1,Bank Transfer,Yes,5,2,No,No,Yes,229.84400000000002,True,0.8278769033225458
829,Male,25,44,Monthly,Fiber,Yes,40.21,1819.83,Bank Transfer,Yes,6,3,No,No,No,41.35977272727273,False,0.3755610427152097
830,Female,42,32,2-Year,Fiber,Yes,62.19,7731.57,Card,No,9,1,No,No,No,241.6115625,False,0.1611768380222808
831,Male,35,51,Monthly,DSL,Yes,46.72,1132.01,UPI,No,2,4,Yes,No,Yes,22.19627450980392,False,0.4313893212496027
832,Male,42,46,2-Year,Fiber,Yes,73.72,3037.51,Bank Transfer,Yes,2,2,No,No,No,66.03282608695653,False,0.2061626924334934
833,Male,29,21,Monthly,Fiber,Yes,107.79,304.13,UPI,No,2,3,Yes,No,No,14.482380952380952,True,0.8010682709140382
834,Female,32,32,2-Year,Fiber,Yes,72.62,1852.06,Card,Yes,6,2,Yes,No,No,57.876875,False,0.2701961514803998
836,Female,58,12,Monthly,Fiber,Yes,67.06,1689.28,UPI,No,3,4,Yes,Yes,No,140.77333333333334,True,0.6502609129308732
838,Male,43,18,Monthly,DSL,Yes,35.61,3848.18,Bank Transfer,Yes,9,3,Yes,No,No,213.78777777777776,False,0.39076187108285787
839,Female,64,21,Yearly,DSL,Yes,64.12,178.76,UPI,Yes,8,2,No,No,No,8.512380952380951,False,0.08905737509712411
843,Male,24,46,Monthly,Fiber,Yes,45.51,7329.6,Bank Transfer,Yes,5,5,Yes,Yes,Yes,159.33913043478262,False,0.3867887474270547
844,Male,34,7,Monthly,DSL,Yes,38.39,6850.67,Bank Transfer,Yes,6,2,No,Yes,Yes,978.6671428571428,False,0.4651942665758743
846,Male,43,22,2-Year,Fiber,Yes,24.66,513.43,Bank Transfer,Yes,1,3,Yes,No,No,23.33772727272727,False,0.15317203474117005
847,Female,38,22,Monthly,DSL,Yes,112.05,6284.5,Card,No,3,5,No,Yes,Yes,285.65909090909093,True,0.8017740903021083
848,Female,39,29,Monthly,Fiber,Yes,105.45,6779.54,UPI,No,9,4,No,No,Yes,233.77724137931034,True,0.7288379093548795
849,Male,24,13,Monthly,DSL,Yes,87.84,6412.75,Bank Transfer,Yes,9,3,Yes,No,Yes,493.28846153846155,True,0.6981591214899326
850,Female,31,2,Yearly,Fiber,Yes,21.68,4116.98,UPI,Yes,5,2,No,No,No,2058.49,False,0.14968450061729283
851,Male,32,29,2-Year,DSL,Yes,95.35,1939.92,Card,Yes,2,2,No,Yes,No,66.89379310344827,False,0.2591007175199625
852,Female,24,52,2-Year,DSL,Yes,98.88,6778.11,Card,Yes,8,4,Yes,Yes,No,130.34826923076923,False,0.2291886001317534
853,Male,26,27,2-Year,Fiber,No,94.45,5844.59,UPI,Yes,3,1,Yes,No,Yes,216.4662962962963,False,0.41224492841935334
855,Male,65,23,Yearly,DSL,Yes,80.83,1329.97,Card,Yes,1,2,No,Yes,No,57.82478260869566,False,0.10049996459457243
857,Male,67,22,Monthly,Fiber,Yes,73.51,1773.21,Card,Yes,0,1,No,No,Yes,80.60045454545455,True,0.6465639583742884
863,Female,69,63,Yearly,DSL,No,18.96,6698.43,Card,Yes,5,1,No,Yes,No,106.32428571428572,False,0.02259049175027336
864,Female,56,19,Monthly,DSL,Yes,57.85,2986.4,UPI,No,1,1,No,Yes,No,157.17894736842106,True,0.5771721891012156
865,Female,52,23,Monthly,DSL,Yes,42.19,6748.76,Bank Transfer,Yes,1,3,Yes,No,No,293.42434782608694,True,0.6668808586734392
866,Male,35,29,Monthly,Fiber,Yes,70.0,4481.5,Bank Transfer,Yes,8,2,Yes,No,Yes,154.5344827586207,True,0.5375297385598389
868,Female,56,39,Monthly,DSL,Yes,86.08,7416.92,Bank Transfer,Yes,5,2,No,No,Yes,190.1774358974359,True,0.6742471883141256
869,Male,34,25,Monthly,Fiber,Yes,97.45,171.88,Card,Yes,9,5,No,Yes,No,6.8751999999999995,True,0.541597911819544
870,Female,31,8,2-Year,DSL,Yes,27.97,695.76,Bank Transfer,Yes,4,4,No,No,Yes,86.97,False,0.217184899125863
871,Male,48,58,Yearly,DSL,Yes,21.47,2077.83,Card,Yes,3,4,Yes,No,No,35.82465517241379,False,0.03123706082601604
873,Female,52,1,Yearly,Fiber,Yes,106.48,7117.35,UPI,Yes,1,5,Yes,Yes,Yes,7117.35,True,0.7643565196181572
876,Male,51,65,Monthly,DSL,Yes,21.74,1589.15,Card,Yes,6,3,No,No,Yes,24.44846153846154,False,0.1842672570560189
878,Female,54,64,Monthly,Fiber,Yes,105.48,7741.89,Card,Yes,5,2,No,No,Yes,120.96703125,True,0.6598492974138997
882,Female,40,27,Yearly,DSL,Yes,22.36,4517.18,Card,Yes,4,5,No,Yes,No,167.30296296296297,False,0.052473955907754145
883,Male,61,66,Monthly,Fiber,Yes,15.42,4071.99,Bank Transfer,Yes,1,4,Yes,Yes,No,61.69681818181818,False,0.20501927022700434
884,Female,56,41,Monthly,DSL,Yes,38.32,1241.05,Bank Transfer,Yes,5,5,Yes,Yes,No,30.26951219512195,False,0.38386789362771756
885,Female,32,13,2-Year,DSL,Yes,24.92,3592.32,Bank Transfer,Yes,6,2,Yes,No,No,276.3323076923077,False,0.18152870826500425
886,Male,66,9,Monthly,DSL,No,38.61,2739.43,Bank Transfer,Yes,6,5,No,No,Yes,304.38111111111107,True,0.503362344265694
887,Male,21,36,Monthly,DSL,Yes,52.36,4222.46,Card,Yes,2,5,No,No,No,117.29055555555556,True,0.5581415996815856
888,Female,46,58,Yearly,DSL,Yes,113.73,4726.67,UPI,No,6,5,No,Yes,No,81.49431034482758,False,0.1174222348966958
889,Female,39,54,Monthly,Fiber,No,77.14,167.12,UPI,Yes,4,1,No,Yes,No,3.0948148148148147,True,0.5496967628319768
891,Male,30,14,Yearly,DSL,Yes,88.14,5732.81,UPI,Yes,7,1,No,Yes,No,409.4864285714286,False,0.11033243819295012
892,Male,35,34,Monthly,DSL,Yes,22.38,2993.66,Bank Transfer,Yes,6,4,Yes,No,No,88.04882352941176,False,0.341082607954548
893,Male,50,53,Yearly,Fiber,Yes,90.95,518.19,Card,Yes,5,2,No,Yes,Yes,9.777169811320755,False,0.060452866096648995
894,Male,33,20,Monthly,Fiber,No,40.26,6063.97,Card,Yes,1,1,No,Yes,No,303.1985,True,0.5193600367878697
896,Female,59,70,Monthly,Fiber,Yes,47.51,1997.2,Bank Transfer,No,8,5,No,Yes,No,28.531428571428574,False,0.22695182526876836
